31	71.292425553	72.0	26.5998066818
12	76.2115320622	75.99491462	29.0126281058
43	91.5213487163	91.98982924	30.9171175568
17	61.7746732027	62.003074	25.8430765257
3	38.597764508	30.99840322	19.3746457492
41	90.7826988584	87.99491462	30.2538758242
22	71.2416961831	72.0	25.9044028846
27	66.1326583525	66.009222	28.4043523089
15	73.8740781446	72.0	28.6322161577
30	75.8136452142	74.003074	32.4509935765
19	77.8567798251	75.99491462	29.5736891305
28	94.7973754092	98.003074	26.0197785077
24	76.9737502816	77.99798862	28.2842461393
32	91.0692792647	91.972071	28.8782182391
27	79.2745674978	77.99798862	30.0618625077
31	117.33550288	115.98982924	39.3869946147
27	85.2956833995	87.99491462	35.0872493759
23	81.1160987646	84.0	31.4201693179
28	84.4875116153	74.99899431	45.7089921397
21	74.8551642706	75.99491462	32.168193857
16	67.8749937953	72.0	28.5823255225
62	115.325769763	115.98982924	37.6247514713
42	72.7429211502	74.003074	24.3769804383
30	86.2330776306	84.0	39.0658532196
42	86.7574945697	87.99491462	31.9256784695
12	65.2844947179	62.003074	31.9218557685
19	75.4318411797	72.0	34.8622614336
15	77.3823721811	77.99237193	29.2319752772
42	116.90877334	115.98982924	34.0547717936
23	74.2349990058	74.99899431	34.6662233226
53	100.13946173	98.003074	32.4702949026
14	92.2420439194	99.99491462	33.4749283873
33	84.5716046808	86.003074	29.0814474367
31	81.684464478	84.0	30.6844083367
12	86.0331695496	96.0	26.528905966
21	88.9890103328	89.99798862	29.3593019844
28	80.3823443504	84.0	28.1331790444
35	92.5190828556	96.0	36.4124016364
21	85.1695679292	84.0	37.3575455613
47	64.0709795172	62.003074	22.6268863517
36	103.789949804	96.0	48.0240857831
33	81.3460123004	84.0	30.7989899446
34	84.8809291425	85.001537	30.6125588287
13	80.086802129	87.99491462	30.4381077394
47	70.1059783889	72.0	24.8773160993
51	129.793021235	123.99491462	46.4060123772
25	64.5267177168	65.99237193	28.3027275175
14	81.7707114908	84.0	32.9591435046
23	97.331214358	99.99491462	32.9567258145
28	83.1650307846	86.003074	30.5057552062
26	83.6505311132	84.0	37.2964379574
28	83.6796067822	84.0	33.0438751011
32	82.6124370731	86.003074	31.1219869596
23	80.6490126281	76.006148	33.5061354167
14	73.9255159596	72.0	28.9533774136
43	124.372847745	123.99491462	39.927813451
23	87.1604199909	86.003074	40.266967737
20	89.8986381364	96.0	31.1613547166
38	92.6343823212	91.98982924	31.8187543944
22	90.0135354991	89.99798862	32.008519565
26	88.1830717961	86.003074	28.1758226753
28	83.2371265943	84.0	35.0158241829
35	135.088915184	127.98982924	49.4201000096
24	96.4234719121	96.0	29.5855339409
29	82.293569444	84.0	29.1160030913
12	62.1985034938	62.003074	21.4395189549
11	77.2853263754	75.99491462	34.1964640112
24	71.7242587394	74.003074	28.5467302028
21	78.3976004173	77.99798862	28.0620298736
22	57.5618830949	53.99798862	26.5564698301
36	93.4644663386	96.0	30.9055002
21	60.7878295936	55.972071	27.7531432725
37	95.2746708941	98.003074	34.116648347
20	65.7087821638	64.006148	22.1726603833
17	67.1838152525	65.99798862	24.5369331787
15	72.3208486264	74.003074	23.7523867434
16	83.3053005536	84.0	34.7721088178
18	85.81883976	96.0	32.7674917014
18	83.9567320094	84.0	29.4157067387
17	80.8691379329	86.003074	26.2020013242
31	119.953156821	120.0	34.7307529391
8	59.1329360519	63.99491462	22.5145063388
27	102.43482648	103.98982924	30.324251796
19	77.695677427	75.99491462	34.5724221673
16	88.7982721393	89.99798862	28.8534746843
19	45.4712032594	48.0	19.0254597836
24	111.556736594	111.99491462	34.4590520453
21	70.1171761057	72.0	25.9459536757
13	50.8225173049	52.006148	19.5755332646
20	90.0336492506	96.0	28.7497666723
21	75.6126582503	74.003074	28.2839390042
15	84.4500544803	84.0	31.8592186807
39	81.3949750923	85.001537	28.6116007275
33	74.8479111056	74.003074	30.6317068859
17	80.4929670281	86.003074	27.9611933517
33	78.3153572717	77.99798862	25.6044625042
10	43.0500117438	38.003074	18.1922373466
25	66.3248218482	64.006148	24.678302065
34	86.079364429	87.99491462	28.3046060818
36	94.6747494761	96.0	39.7318022918
34	95.6746398787	98.003074	30.0199373589
20	85.4482152409	87.99491462	37.6743693375
17	63.9145886041	60.0	31.7853389568
32	85.6784390492	86.003074	30.6426715053
24	67.2812838388	72.0	22.9058637116
13	74.1407099024	80.00106262	26.0231421184
26	100.342481512	99.99491462	34.8175049997
31	73.8333386577	74.003074	30.2636061874
21	90.0483579932	96.0	25.283479458
20	84.5307794284	87.99491462	25.7496589659
17	54.6177128262	51.99491462	20.827671653
10	65.3578865463	72.0	27.0180200342
13	75.1580436188	84.0	30.0645449541
15	65.1664228997	71.96698562	25.9372883929
14	91.0136009219	96.0	27.5182380145
12	70.7929440352	75.99491462	27.2839869837
17	85.8722123098	87.99491462	29.8058361634
30	99.364165284	99.99491462	34.1338551837
13	76.0554719466	84.0	30.1728712926
22	82.0620650864	83.98349281	31.9777845969
23	72.7391101141	74.003074	30.1997507381
30	91.3758435995	96.0	29.3971353977
30	81.9476538732	85.001537	31.7631806381
34	81.8087613025	80.003074	31.5809855041
52	99.5720597857	99.99491462	31.397458404
61	80.4624162944	79.98982924	32.0598496268
35	94.0102575472	98.003074	31.1717829081
22	63.9094498931	62.003074	29.9370490181
10	54.7834553833	51.99491462	22.3546603527
48	98.36490133	99.99491462	32.3265293423
39	89.9369446829	96.0	35.1877760116
29	94.0267538609	98.003074	27.3470135188
33	79.9725298568	86.003074	36.1662394864
23	66.3154778945	65.99798862	24.3386589767
34	71.6418175686	72.0	28.5662701362
21	85.1998759592	86.003074	32.2052431759
17	83.0525575333	87.99491462	29.4475290595
34	120.245999908	115.98982924	43.0113320039
38	89.439374054	87.99491462	34.2055493679
17	74.6545666184	72.0	28.262851861
10	86.5255400616	91.98982924	27.1117983719
30	69.4370770968	69.004611	32.3442507174
23	74.2472191429	74.003074	33.2411067627
28	96.8098960143	96.0	37.4857985995
20	79.7359974667	80.003074	26.5594814426
9	52.0814183549	51.99491462	23.6224138967
31	111.004021986	111.99491462	34.0517371928
33	88.313070986	89.99798862	29.3627728769
32	99.1882964574	99.99491462	35.5911580497
20	87.202247439	96.0	32.8804326135
29	77.0703126591	74.003074	31.2929790311
18	79.6022805179	77.99798862	32.3066897885
29	88.3636363636	84.0	37.196183679
20	77.1099080523	84.0	26.0830124985
40	92.8753643103	89.99798862	35.5978189837
7	60.4157485194	66.96613356	36.3200209556
28	91.3302144947	96.0	28.2878465372
14	81.4603336301	75.99491462	33.20976717
56	106.201343316	103.98982924	32.2776544257
46	111.774163237	111.99491462	31.9576299563
83	125.688921016	123.97965848	42.9162670421
34	88.301771292	86.003074	37.1803636351
12	61.5324000386	64.00053131	24.7362047282
16	99.6674097505	103.98982924	32.3891364856
15	72.2703880203	74.003074	24.6320059656
39	89.4327793131	87.99491462	35.038146362
15	100.700442302	103.98982924	27.8351511821
15	65.4892005548	66.009222	27.0609790077
19	49.3780499826	39.99491462	28.2625552765
8	40.7799978889	38.003074	20.1022033703
25	70.9721297746	72.0	21.8748323045
30	94.450302029	97.98982924	29.0456440907
18	68.2041320122	63.99491462	33.1476674808
9	37.6628210883	36.0	19.6885825315
21	60.2297777513	62.003074	21.6301785605
37	79.4071768498	75.99491462	31.55299213
14	64.6208762418	63.99491462	26.3213192637
9	45.4168295614	46.99645162	14.6752962204
14	90.2786892961	98.003074	25.8389495381
14	86.3741866119	87.99491462	30.255354852
33	125.290382607	120.0	44.6582873936
21	68.5062198082	62.003074	32.8422676563
26	65.6051177301	62.003074	29.9620848263
24	102.536490603	103.98982924	30.3249230153
42	71.5044131568	69.975145	28.9061009851
16	91.1294117647	96.0	26.8485023069
17	61.929881408	60.0	25.7542203453
35	94.0302367011	98.003074	38.3891493369
72	121.829896833	117.99290324	43.139088913
26	90.8650546128	96.0	34.6123402148
35	107.559556879	108.0	33.8678223572
27	69.8870609368	72.0	32.5321787096
38	93.0496116032	96.0	30.3624712099
16	54.820441605	50.003074	23.1063795523
27	82.3120044013	79.98982924	29.3794621454
35	85.7956333408	86.003074	28.5651615511
15	77.904775605	86.003074	27.9520113646
24	58.3167409937	55.972071	24.2246401768
34	102.905515967	103.98982924	33.2278328993
22	89.2873214513	89.00206831	32.3291107367
